recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
10,3) $200 - $350,239.6,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
1,1) $0 - $100,97.78,0,1,Urban,0,Web,No E-Mail,1,0,0.0
9,3) $200 - $350,234.74,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,51.1,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
11,2) $100 - $200,126.4,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
12,1) $0 - $100,32.85,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
6,2) $100 - $200,140.24,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,306.76,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,171.68,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
8,3) $200 - $350,349.93,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,670.63,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
5,1) $0 - $100,43.11,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
3,4) $350 - $500,418.31,0,1,Rural,0,Multichannel,No E-Mail,0,0,0.0
6,3) $200 - $350,292.3,0,1,Rural,1,Phone,Mens E-Mail,1,0,0.0
2,1) $0 - $100,73.89,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,3) $200 - $350,257.32,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
12,2) $100 - $200,151.73,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",847.38,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,4) $350 - $500,353.27,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
2,3) $200 - $350,257.1,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
6,2) $100 - $200,153.53,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
3,2) $100 - $200,161.34,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
9,3) $200 - $350,330.11,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,249.16,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
10,2) $100 - $200,147.42,1,0,Rural,1,Web,Womens E-Mail,0,0,0.0
7,2) $100 - $200,135.12,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
8,2) $100 - $200,128.59,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
6,5) $500 - $750,643.97,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
3,"7) $1,000 +",1673.62,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
8,2) $100 - $200,110.72,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
4,2) $100 - $200,170.76,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,243.3,0,1,Rural,0,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,2) $100 - $200,125.04,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,82.23,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
5,4) $350 - $500,391.61,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
10,"6) $750 - $1,000",859.98,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
2,4) $350 - $500,436.15,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
1,1) $0 - $100,63.9,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
7,2) $100 - $200,186.79,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,59.84,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,0,Web,No E-Mail,1,0,0.0
8,5) $500 - $750,627.88,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
8,4) $350 - $500,359.4,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,2) $100 - $200,191.36,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
9,3) $200 - $350,207.39,1,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
8,3) $200 - $350,298.44,1,1,Rural,1,Multichannel,Mens E-Mail,1,0,0.0
4,1) $0 - $100,60.65,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,5) $500 - $750,545.16,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0
12,5) $500 - $750,535.11,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
11,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,1,0,0.0
9,1) $0 - $100,51.83,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
5,3) $200 - $350,308.53,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,241.89,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
6,5) $500 - $750,631.62,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
1,"6) $750 - $1,000",767.04,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
4,4) $350 - $500,384.44,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
8,"6) $750 - $1,000",945.47,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
5,1) $0 - $100,57.56,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
1,"7) $1,000 +",1213.36,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
6,3) $200 - $350,258.59,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
5,5) $500 - $750,748.35,0,1,Urban,1,Web,No E-Mail,0,0,0.0
3,4) $350 - $500,381.12,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
2,3) $200 - $350,290.46,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
1,4) $350 - $500,420.82,1,0,Urban,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
2,4) $350 - $500,422.86,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,160.52,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
5,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
2,2) $100 - $200,113.04,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
8,3) $200 - $350,324.59,1,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
4,2) $100 - $200,137.44,0,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
7,2) $100 - $200,107.15,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
6,2) $100 - $200,175.03,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
3,3) $200 - $350,250.36,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,5) $500 - $750,640.41,1,0,Urban,1,Web,No E-Mail,1,0,0.0
2,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
6,1) $0 - $100,43.96,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0
3,4) $350 - $500,493.58,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,3) $200 - $350,218.29,0,1,Surburban,0,Web,No E-Mail,1,0,0.0
12,2) $100 - $200,122.68,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,66.27,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,120.59,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
3,3) $200 - $350,348.0,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
12,1) $0 - $100,45.44,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
12,4) $350 - $500,365.07,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
12,2) $100 - $200,162.31,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
3,2) $100 - $200,120.26,0,1,Surburban,1,Phone,Womens E-Mail,1,0,0.0
5,1) $0 - $100,49.11,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,278.12,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
5,1) $0 - $100,74.2,0,1,Rural,1,Web,No E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,1,0,0.0
5,4) $350 - $500,363.74,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
4,4) $350 - $500,440.83,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,44.27,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
3,5) $500 - $750,681.39,1,0,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
3,1) $0 - $100,99.94,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
3,2) $100 - $200,120.0,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
11,2) $100 - $200,152.31,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
8,4) $350 - $500,445.75,1,1,Urban,0,Multichannel,No E-Mail,1,0,0.0
9,3) $200 - $350,280.2,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,"7) $1,000 +",1286.17,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
6,1) $0 - $100,90.09,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,98.96,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Rural,0,Phone,No E-Mail,1,0,0.0
11,5) $500 - $750,634.8,0,1,Rural,1,Phone,No E-Mail,0,0,0.0
2,5) $500 - $750,575.49,1,0,Urban,1,Web,Womens E-Mail,1,0,0.0
8,2) $100 - $200,101.67,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
6,3) $200 - $350,201.37,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,31.92,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,57.85,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
7,4) $350 - $500,471.53,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
6,1) $0 - $100,68.67,0,1,Surburban,1,Web,Mens E-Mail,1,1,29.99
6,1) $0 - $100,32.3,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,219.65,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
6,3) $200 - $350,265.2,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
3,"6) $750 - $1,000",835.36,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,59.84,0,1,Rural,1,Web,No E-Mail,0,0,0.0
8,1) $0 - $100,82.35,1,0,Urban,0,Web,No E-Mail,0,0,0.0
7,3) $200 - $350,206.23,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,51.36,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,34.29,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
9,2) $100 - $200,180.63,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
5,3) $200 - $350,274.66,0,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
11,1) $0 - $100,54.26,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
8,4) $350 - $500,445.36,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
4,4) $350 - $500,432.01,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
11,3) $200 - $350,227.34,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
8,5) $500 - $750,561.63,0,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
1,"6) $750 - $1,000",964.59,1,1,Rural,1,Web,Womens E-Mail,1,0,0.0
6,1) $0 - $100,49.12,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,232.48,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,55.03,0,1,Rural,0,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,80.42,0,1,Urban,1,Web,No E-Mail,0,0,0.0
10,2) $100 - $200,168.14,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
11,2) $100 - $200,107.79,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,99.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
4,4) $350 - $500,377.94,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
5,1) $0 - $100,46.09,1,0,Urban,0,Web,No E-Mail,0,0,0.0
1,1) $0 - $100,92.29,0,1,Rural,1,Phone,No E-Mail,1,0,0.0
4,"6) $750 - $1,000",769.78,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
2,1) $0 - $100,52.52,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
7,3) $200 - $350,205.21,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,62.33,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,2) $100 - $200,120.1,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
8,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
7,2) $100 - $200,189.59,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,59.42,1,0,Surburban,1,Web,No E-Mail,1,0,0.0
1,1) $0 - $100,29.99,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
4,4) $350 - $500,398.28,1,0,Urban,0,Multichannel,No E-Mail,1,0,0.0
2,1) $0 - $100,41.53,0,1,Urban,1,Web,Mens E-Mail,1,0,0.0
6,1) $0 - $100,31.52,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",827.82,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
4,3) $200 - $350,242.21,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
7,1) $0 - $100,71.44,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,3) $200 - $350,214.55,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,93.13,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
2,2) $100 - $200,152.57,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,228.27,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,73.1,1,0,Urban,1,Web,Womens E-Mail,1,0,0.0
4,4) $350 - $500,416.46,0,1,Surburban,0,Phone,Mens E-Mail,1,1,190.74
9,1) $0 - $100,92.81,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
12,2) $100 - $200,108.05,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,41.92,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
3,5) $500 - $750,638.25,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,66.03,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
11,1) $0 - $100,46.21,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
6,3) $200 - $350,245.24,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
12,1) $0 - $100,77.34,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,81.1,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
10,3) $200 - $350,326.05,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,339.71,1,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
4,5) $500 - $750,504.13,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
8,1) $0 - $100,29.99,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
8,3) $200 - $350,337.71,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
3,4) $350 - $500,473.02,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
1,3) $200 - $350,345.43,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
3,3) $200 - $350,266.61,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
2,3) $200 - $350,252.11,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
7,3) $200 - $350,217.06,0,1,Urban,0,Web,No E-Mail,1,0,0.0
1,1) $0 - $100,81.12,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0
4,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
5,3) $200 - $350,214.52,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,50.67,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
4,3) $200 - $350,278.17,1,1,Surburban,0,Web,No E-Mail,1,0,0.0
4,1) $0 - $100,71.16,1,0,Urban,0,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,31.19,1,0,Urban,0,Web,No E-Mail,0,0,0.0
6,3) $200 - $350,247.46,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
3,4) $350 - $500,432.33,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
5,3) $200 - $350,262.77,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
9,5) $500 - $750,654.99,1,0,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
11,1) $0 - $100,48.67,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
3,3) $200 - $350,240.37,0,1,Urban,0,Web,No E-Mail,0,0,0.0
6,3) $200 - $350,232.48,0,1,Urban,0,Multichannel,No E-Mail,0,0,0.0
4,2) $100 - $200,174.83,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
1,"6) $750 - $1,000",898.17,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
3,3) $200 - $350,229.16,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,283.21,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
1,"7) $1,000 +",1052.94,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
1,5) $500 - $750,656.75,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,4) $350 - $500,439.93,1,1,Rural,1,Multichannel,No E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,0,1,Rural,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,134.48,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,57.49,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
9,3) $200 - $350,295.25,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,260.81,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
10,2) $100 - $200,191.69,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
6,3) $200 - $350,303.07,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,68.27,0,1,Surburban,0,Web,No E-Mail,1,0,0.0
1,2) $100 - $200,109.6,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
5,3) $200 - $350,341.39,0,1,Surburban,0,Phone,Womens E-Mail,1,0,0.0
5,3) $200 - $350,303.33,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
1,3) $200 - $350,253.06,0,1,Surburban,1,Web,Womens E-Mail,1,0,0.0
11,1) $0 - $100,29.99,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
11,3) $200 - $350,258.31,1,1,Rural,1,Web,No E-Mail,1,0,0.0
1,5) $500 - $750,644.57,1,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
1,1) $0 - $100,61.31,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
9,1) $0 - $100,55.61,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
12,2) $100 - $200,183.87,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
10,3) $200 - $350,201.24,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
5,"6) $750 - $1,000",831.82,1,1,Urban,1,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,199.95,0,1,Urban,1,Phone,Womens E-Mail,1,0,0.0
2,"6) $750 - $1,000",800.7,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,2) $100 - $200,174.93,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
3,4) $350 - $500,395.8,1,1,Surburban,0,Phone,No E-Mail,0,0,0.0
5,5) $500 - $750,504.43,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,1,0,Rural,0,Phone,Womens E-Mail,1,0,0.0
2,4) $350 - $500,479.72,0,1,Urban,0,Web,Mens E-Mail,1,0,0.0
4,4) $350 - $500,407.12,1,1,Urban,0,Web,No E-Mail,0,0,0.0
10,5) $500 - $750,617.08,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
11,1) $0 - $100,56.97,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
5,5) $500 - $750,681.43,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,86.38,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
8,5) $500 - $750,534.47,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
1,5) $500 - $750,740.75,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,76.61,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,45.58,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,3) $200 - $350,264.69,0,1,Rural,1,Multichannel,Womens E-Mail,1,0,0.0
1,4) $350 - $500,351.01,0,1,Rural,0,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,53.76,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
2,4) $350 - $500,486.54,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
6,2) $100 - $200,161.29,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
9,2) $100 - $200,181.08,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,3) $200 - $350,259.77,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
8,4) $350 - $500,473.55,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
9,3) $200 - $350,315.47,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Mens E-Mail,1,0,0.0
11,1) $0 - $100,83.26,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
2,3) $200 - $350,335.8,0,1,Urban,0,Multichannel,Womens E-Mail,1,0,0.0
12,3) $200 - $350,337.02,1,0,Urban,0,Web,No E-Mail,0,0,0.0
2,5) $500 - $750,522.87,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,55.64,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
7,1) $0 - $100,70.71,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,1) $0 - $100,92.4,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
1,1) $0 - $100,35.78,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,3) $200 - $350,312.7,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,138.01,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
3,"6) $750 - $1,000",822.84,0,1,Surburban,1,Multichannel,No E-Mail,1,0,0.0
11,3) $200 - $350,227.98,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
10,2) $100 - $200,145.43,1,0,Surburban,0,Phone,Womens E-Mail,1,0,0.0
2,3) $200 - $350,200.03,1,0,Rural,0,Phone,Womens E-Mail,1,0,0.0
4,2) $100 - $200,127.43,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,36.85,0,1,Urban,0,Web,No E-Mail,0,0,0.0
8,1) $0 - $100,79.07,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
12,5) $500 - $750,546.17,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
8,1) $0 - $100,58.58,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
1,4) $350 - $500,380.97,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0
3,2) $100 - $200,112.49,1,0,Surburban,0,Web,No E-Mail,1,0,0.0
4,1) $0 - $100,52.67,1,0,Urban,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,37.6,1,0,Surburban,0,Web,Mens E-Mail,1,1,181.39
6,1) $0 - $100,54.77,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,68.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
5,1) $0 - $100,96.48,1,0,Surburban,1,Phone,Mens E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
11,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
6,5) $500 - $750,554.81,1,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
7,1) $0 - $100,55.16,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
3,2) $100 - $200,166.26,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
